student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
7786,30.1,88.2,2.2,83.4,B
7787,13.5,59.1,6.6,69.6,D
7788,19.2,88.4,4.3,82.2,B
7789,12.7,82.7,5.3,74.9,C
7790,12.5,71.8,2.9,71.5,C
7791,11.8,89.2,5.3,75.3,C
7792,4.2,95.6,6.6,75.5,C
7793,13.9,77,6.9,75.3,C
7794,12.2,65.3,3.6,73.9,C
7795,23.2,60.9,6.8,75.5,C
7796,6.6,77,8.3,74.9,C
7797,11,83.1,5,79.6,C
7798,8.7,78.8,6,69.4,D
7799,25.1,76.8,1.9,79,C
7800,8.9,91.8,4.2,71.8,C
7801,18.9,90.6,6.5,78.6,C
7802,21.8,87.4,7.9,84.9,B
7803,14,94.8,4.8,78.7,C
7804,5.4,77.1,10,72.3,C
7805,5.5,71.9,6.6,67,D
7806,21,78.7,3.5,78.3,C
7807,6.2,77.9,8.6,69.4,D
7808,17.7,60.4,3.5,70.3,C
7809,15.8,78.5,6.7,81.7,B
7810,17.6,98.3,4.1,87.6,B
7811,18.3,94.6,3.3,80.9,B
7812,8.5,91.3,7.9,81.4,B
7813,8.2,86.6,5.5,71.8,C
7814,20,100,9.5,91.3,A
7815,10.6,72.3,4,69.9,D
7816,0,73.4,2.9,58.9,F
7817,19.5,98.5,5,82.4,B
7818,7.7,85.3,10,81,B
7819,18.3,76.9,7.7,78.1,C
7820,24.7,91.6,7.1,88.5,B
7821,15.1,79.7,7.2,81.8,B
7822,22,74.9,5,81.1,B
7823,16.1,74.6,10,81.4,B
7824,26.1,88.9,6.9,85.5,B
7825,7.6,87.5,6.7,71.7,C
7826,14.9,100,8,88,B
7827,19.7,81.5,3.5,80.2,B
7828,13.7,81.3,4.2,75.4,C
7829,23.1,100,5.5,88.5,B
7830,12,96.8,8,81.9,B
7831,29.5,86.7,3.4,88.1,B
7832,29.9,66.3,5.9,79.5,C
7833,17,75.3,5.6,76.8,C
7834,18.9,72.4,2.9,69.5,D
7835,23.3,85.4,5,81.1,B
7836,6.7,78.9,7.1,72.5,C
7837,5.8,100,3,75.8,C
7838,23.8,66.1,8.8,83.3,B
7839,16.9,71.1,6.9,73.3,C
7840,13.4,87.9,6.7,74.1,C
7841,15.1,91.3,6,81.4,B
7842,0,54,3.8,48.3,F
7843,13.7,64.2,4.7,71.8,C
7844,9.7,81.8,6.7,71.6,C
7845,21.4,100,4.7,94.4,A
7846,22,100,6.4,87.2,B
7847,19,80,4.2,79.5,C
7848,17.8,83,6.9,79.3,C
7849,4.5,75,7.1,68.3,D
7850,19.1,92.6,2.7,81.5,B
7851,19.4,100,6.1,90.5,A
7852,23.7,100,3,90.4,A
7853,29.8,84.7,2.3,87.8,B
7854,3.2,74.9,4.8,68.2,D
7855,12.3,85.1,10,80,B
7856,9.8,100,7.6,84.4,B
7857,16.2,80.2,8.8,80.5,B
7858,15.1,63.2,7.2,75.7,C
7859,13.4,80.7,6.4,77.1,C
7860,22.2,81.7,7.8,87.2,B
7861,7.3,63.1,4.7,64.7,D
7862,7.7,87.8,6.9,78,C
7863,7.8,91.1,8.4,76.3,C
7864,12.5,100,7.4,79.5,C
7865,6.4,69,8.5,72.8,C
7866,14.7,93.8,6.4,86.4,B
7867,13.8,96.6,9.4,86.1,B
7868,9.5,91.2,5.6,79.1,C
7869,21.1,72.9,10,79.2,C
7870,14.6,72.2,7.1,73.6,C
7871,22.4,86.2,5.2,84.4,B
7872,13.6,86.1,3.6,70.4,C
7873,14.8,78.3,4.4,70,C
7874,11.1,100,4.1,79.7,C
7875,15,80.2,5.8,75.3,C
7876,20,62.3,3.5,70.5,C
7877,12.1,82.3,8.6,77.8,C
7878,18.6,90.8,6.2,80.3,B
7879,9.3,89.1,6.1,75.8,C
7880,20.3,89,3.7,81.6,B
7881,10.9,100,4.5,77.8,C
7882,21,71.6,1.6,71.9,C
7883,15.4,79.9,9.2,80.8,B
7884,25.6,100,3.2,91.5,A
7885,6.9,61.4,3.3,61,D
7886,4.7,84.4,8.8,68.7,D
7887,10.7,99.7,6.8,78.5,C
7888,5.3,99.6,6.2,80.1,B
7889,5.3,92.9,6.7,73.4,C
7890,19.4,93.2,7.9,87.3,B
7891,15,72.5,6.2,80.5,B
7892,11.6,100,2.9,80.1,B
7893,12.3,70.6,7.5,67.1,D
7894,10.8,71.3,6.8,76.3,C
7895,26.6,89.7,8.3,92.7,A
7896,9.9,79.1,3.5,71.2,C
7897,5.7,87.5,4.5,72.2,C
7898,20.6,90.2,6.8,88.8,B
7899,13.5,100,4.1,80.8,B
7900,29.3,90.2,1.3,81.5,B
7901,11.3,77.6,6.4,75.1,C
7902,20.9,93.1,7.8,84.4,B
7903,22.6,75,5.7,86.3,B
7904,11.4,96,7.1,80.5,B
7905,9.8,85.8,6.8,76.2,C
7906,20.2,89.8,6,82.7,B
7907,19,63.6,6.3,75.7,C
7908,5.1,58,8.7,66.5,D
7909,7.1,67,4.1,62.3,D
7910,0,100,7.5,76.4,C
7911,19.2,71.2,3.6,74.6,C
7912,13.2,93.8,4.4,78.6,C
7913,13.9,77.3,8.4,76,C
7914,3.2,82.1,3.6,73.2,C
7915,7.3,84.5,5.5,76.1,C
7916,11.7,100,10,88.9,B
7917,10.3,92,8.1,83.9,B
7918,15.8,89.6,4.5,80.5,B
7919,19.1,100,4.9,85.1,B
7920,30.9,77.4,5.7,79.9,C
7921,14.9,97.8,8.6,83.1,B
7922,22.8,95.8,4,92.9,A
7923,9.2,95.7,3.9,79.5,C
7924,3.3,83.1,7.4,71.9,C
7925,12.5,79.8,2.6,66.5,D
7926,3.8,74.6,4.2,66.6,D
7927,15.1,75.3,5.8,74.6,C
7928,9.5,74,5.9,73,C
7929,1.3,89.4,3.3,63.8,D
7930,27.2,82.3,6.7,86.6,B
7931,11.2,90.2,7.1,82.1,B
7932,3.5,90.9,4.7,76.8,C
7933,21.3,72.3,9.3,81.2,B
7934,9.9,71.9,6.7,68.3,D
7935,22.6,82.3,4,84.4,B
7936,9.9,75.7,9.2,72,C
7937,11.2,74.4,5,67.6,D
7938,17.4,100,6.4,87.5,B
7939,19.2,66.6,5,80.6,B
7940,20.4,100,7.2,87.4,B
7941,14.4,88.5,5,77.6,C
7942,18.7,96.8,5.2,85.4,B
7943,20.2,95.4,5.7,84.9,B
7944,16.4,92.4,5,76.3,C
7945,14,100,8.1,88.7,B
7946,4.9,72,3.5,64.3,D
7947,19.2,83.1,5.9,82.5,B
7948,15.3,74.8,6.2,75.4,C
7949,12.1,64.6,5.8,73.8,C
7950,23.9,77.1,7.9,83.7,B
7951,5,100,3,70.1,C
7952,26.5,82.9,7.1,93.3,A
7953,14.8,100,3.5,74.7,C
7954,17.2,100,5,84.4,B
7955,12.2,100,3.3,78.9,C
7956,3.3,100,5.3,74.6,C
7957,14,100,4.8,77.7,C
7958,17.3,88.9,9.3,82.6,B
7959,19.7,87.7,6.5,87,B
7960,13.6,88.5,6.9,84.5,B
7961,0,85,3.8,63.9,D
7962,4.2,86.8,7.5,70.6,C
7963,29.4,94,9.3,91.6,A
7964,7.4,79.4,7.7,76.2,C
7965,25,68.5,3.4,80.4,B
7966,8.5,89.4,5.1,66.2,D
7967,13.7,76.7,6.2,68.1,D
7968,19.4,77.9,4.8,78.8,C
7969,9.3,83.3,10,79.7,C
7970,26.1,80.5,5,83.2,B
7971,15.5,98.3,5.9,84,B
7972,18.2,83,4.8,78.6,C
7973,13.1,98.9,6.5,83.3,B
7974,19.6,87.5,8.8,84,B
7975,26.1,83.9,6.2,87.2,B
7976,14.1,86.9,5.6,76.5,C
7977,27.1,69.5,3.9,77.7,C
7978,10.7,89.1,8.4,74.6,C
7979,20.3,95.2,5.7,85.9,B
7980,18.4,96.9,5.6,87.9,B
7981,7.5,68.8,1.3,61,D
7982,16.5,66.8,5.7,72.2,C
7983,15.1,78.6,5.2,79.6,C
7984,9,100,2.3,78.7,C
7985,17.5,87.7,8,89.5,B
7986,16,75.7,4.9,82,B
7987,14.5,67.6,9.8,77.1,C
7988,14.5,76.8,8.8,75.7,C
7989,14.4,76,4.6,72,C
7990,12.4,96.2,8.7,86.2,B
7991,16,97.2,9.2,92.3,A
7992,10.5,72.4,4.9,66.6,D
7993,33.6,94,3.9,94.5,A
7994,5.1,92.8,1.7,66.9,D
7995,10.9,70.8,6.8,71.4,C
7996,11.5,84,4.1,73.2,C
7997,29.3,89.1,6.8,93.4,A
7998,5.8,87,4.9,77.6,C
7999,18,64.5,4.4,73.5,C
8000,16.7,86.6,4.9,78.3,C
8001,17.3,92.6,3.4,78.6,C
8002,23.7,100,4.9,89,B
8003,23.5,77,4.5,78.2,C
8004,11.8,78.5,6,74.7,C
8005,16.4,82.5,6.2,72.2,C
8006,2,88.5,3.9,67.3,D
8007,15.7,86.2,8.2,82.2,B
8008,9.4,92.3,5.7,73.6,C
8009,13.7,71.5,9,75.7,C
8010,3.2,89.8,6.5,75.9,C
8011,17.8,76.1,6.1,81.7,B
8012,3.1,83.3,5,66.7,D
8013,16,100,7.2,88.3,B
8014,6.4,68.2,6.1,62.2,D
8015,9.1,81.6,7.7,74.6,C
8016,23.1,69.7,9.2,84.1,B
8017,19.1,86.8,4.5,85.6,B
8018,23,97.6,7.2,94.7,A
8019,25.9,87,7.2,90,A
8020,9.6,83.6,6.9,72.9,C
8021,25.5,100,5.1,95.4,A
8022,4.7,89,5.2,70.8,C
8023,20.2,94.8,4.8,86.5,B
8024,11.5,93.6,4.8,77.7,C
8025,8.5,50.5,4.3,65.7,D
8026,19.3,84.1,5.8,79.9,C
8027,21.6,72.1,4.5,80.3,B
8028,21.4,75,6.9,81.1,B
8029,16.5,100,6.1,87.4,B
8030,15.9,80.5,6.3,83.4,B
8031,18.7,100,5.5,80.5,B
8032,17.1,68.1,6.1,74.5,C
8033,18.8,72,5.5,73.9,C
8034,16.4,94.1,7.6,86.6,B
8035,20.9,80.9,5.1,83,B
8036,3.6,88.7,6.8,71.3,C
8037,14.1,83.7,3.4,73.2,C
8038,5.3,83.3,7.4,73.5,C
8039,16.9,81.3,4.9,74,C
8040,26.5,87.2,4.2,87.3,B
8041,11.7,92.7,3.7,74.1,C
8042,15.9,100,3.6,84.4,B
8043,20.3,82.6,5,77,C
8044,0.5,80.3,9,68.4,D
8045,11.3,78.7,4.7,70.3,C
8046,17.6,100,1.6,80.2,B
8047,0,93.3,6.7,75.8,C
8048,8.2,62.2,3.8,65.6,D
8049,22.7,61.7,7.6,77,C
8050,22,75,5.2,78.3,C
8051,17.6,87.8,5.5,84,B
8052,21.2,84.6,8.4,82.9,B
8053,16.5,91.2,7.2,84,B
8054,18.9,82.9,3.5,76.4,C
8055,12.8,100,3.8,79.6,C
8056,15.8,94.3,2.4,81.1,B
8057,10.6,85.9,10,78.9,C
8058,23.8,98.7,4.3,91.5,A
8059,25.7,65.2,8.3,89.3,B
8060,24.7,84,4.9,86.5,B
8061,12.1,86.7,3.8,74.7,C
8062,8.3,92.2,6,80.2,B
8063,23.9,64.4,5.3,74.2,C
8064,18.8,81.9,7.6,87.3,B
8065,17.3,89.8,7.6,82.2,B
8066,10.6,90.7,4.8,82.9,B
8067,18,99.2,3.1,80.8,B
8068,7.4,94.1,3.6,75.8,C
8069,19.4,84.3,1.4,72,C
8070,24.7,93.1,5.5,87.9,B
8071,26.4,82.6,6,83.5,B
8072,20,86.8,3.7,76.3,C
8073,5.3,94.5,3.5,75.8,C
8074,16.4,84.5,6,76.2,C
8075,30,89.3,4.7,88.1,B
8076,8.9,96.5,5.6,75.6,C
8077,14.6,93.5,5.3,84.4,B
8078,24.9,99.8,6.5,95.4,A
8079,19.3,100,4.9,90.1,A
8080,32.4,93.4,5,91.6,A
8081,9.9,79.5,2.2,72.7,C
8082,8.1,91.1,5.9,73.6,C
8083,23.6,90.6,6.2,85.5,B
8084,6.6,92.4,5.6,72.9,C
8085,13.6,100,9.8,86,B
8086,14.5,64.8,6.3,71.5,C
8087,22.3,100,5.7,87,B
8088,19.3,100,7,89.6,B
8089,18.2,91.8,10,80.9,B
8090,12.2,92.1,6.5,80.8,B
8091,23.5,82.1,1.6,75.8,C
8092,40,85.1,6.9,96.9,A
8093,19.8,93.4,4.2,81.6,B
8094,15.7,92.6,2.2,80.5,B
8095,5.9,93.6,9.4,80.9,B
8096,10.5,92.5,9,81.5,B
8097,13.5,95.8,4.2,77.5,C
8098,11.3,94.4,4.2,79.8,C
8099,14.9,72.7,6.3,80.3,B
8100,27.4,95,4.2,89.8,B
8101,23.7,100,5.7,85.9,B
8102,13.9,84.7,4.6,74.3,C
8103,6.5,100,5.2,78.8,C
8104,24.4,74,3.2,77.4,C
8105,14.7,84.6,7.7,78.1,C
8106,2.9,77.3,8.4,67.4,D
8107,20,100,5.8,88.2,B
8108,22.2,100,5.9,85.1,B
8109,0,83.8,7.3,68.8,D
8110,9.2,99.1,6,80.1,B
8111,14.2,100,9.5,86.7,B
8112,20.1,84.6,3.4,76.5,C
8113,11.4,86.6,7.7,82,B
8114,9.2,93.8,5.8,73.6,C
8115,20.1,74.9,3.8,77.1,C
8116,11.7,86.3,10,84.1,B
8117,18.8,100,10,92.6,A
8118,7.2,79,5.6,74.2,C
8119,5.5,95.2,6.9,73.3,C
8120,20.3,91.3,5.1,81.8,B
8121,16.8,83,5.4,77.5,C
8122,21.5,87.7,3.7,92,A
8123,11.3,100,3.4,80.1,B
8124,9.4,91.6,9.7,83.8,B
8125,24.5,93.5,5.9,91.1,A
8126,4.3,100,6.1,76.8,C
8127,23.8,81.5,4.4,85.6,B
8128,24.2,72.4,6.4,76.3,C
8129,21,100,3,86.2,B
8130,10.2,86.6,4.5,75.5,C
8131,9.3,95.7,3.6,78.8,C
8132,13.5,75.9,8.6,74.3,C
8133,5.9,89.7,2.7,66.7,D
8134,8.3,71.8,3.6,63.4,D
8135,19.5,85.8,1.9,79.4,C
8136,19.5,77.2,4.2,79.1,C
8137,7.7,74.5,5.1,65.8,D
8138,19.7,81.4,8,89.4,B
8139,18.2,57.5,5.6,71.9,C
8140,25.6,71.1,5.2,81.4,B
8141,19,94.4,6.6,85.5,B
8142,22.4,89.2,5.1,87.8,B
8143,18.3,72.1,10,82.9,B
8144,21.9,91.6,4.8,90.8,A
8145,6,74.5,6.8,65.8,D
8146,14.1,93.7,7.7,78.9,C
8147,14.7,83.6,4.8,74.6,C
8148,13.3,81.1,6.3,78.4,C
8149,18.1,83.9,5,78.5,C
8150,19.4,100,6.5,92.3,A
8151,17.7,75.9,6.2,76.9,C
8152,13.8,87.7,5.7,82,B
8153,9.8,94.4,3.7,73.3,C
8154,22.7,73.5,9.7,88.7,B
8155,17.4,65.9,7.2,79.5,C
8156,7.9,77.8,2.8,65.6,D
8157,13.6,94.1,5.2,81.8,B
8158,2.8,80.9,2.9,65.5,D
8159,15.2,82.2,7.5,81.6,B
8160,13.6,95.9,6,85.7,B
8161,11,75.3,6,75.5,C
8162,26.1,83.9,4.3,86.5,B
8163,6.9,66.8,5.4,67.7,D
8164,19.9,88.8,7.6,82.2,B
8165,30.3,87.8,8.1,93.9,A
8166,22.5,94.5,7.7,86.9,B
8167,14.8,71.3,2.9,70.2,C
8168,7.1,82.7,5.6,75.2,C
8169,5.5,69.7,6.5,67,D
8170,12.1,82,4.5,66.5,D
8171,10.2,100,2.7,73.7,C
8172,10,81.2,3.4,72.5,C
8173,12.7,68.6,9,73.4,C
8174,14.3,76.8,3.6,75.1,C
8175,18.4,65.7,6.1,71.1,C
8176,6.3,69.5,5.7,67.7,D
8177,10.2,93.1,5.7,79.3,C
8178,13.9,67.6,5.4,73.6,C
8179,13.6,88.7,7.6,79.3,C
8180,27.9,85.3,6.1,91.2,A
8181,16.6,78.6,4.7,81,B
8182,3.7,87.7,6.1,64.9,D
8183,17.9,73.7,3.4,74.3,C
8184,18.8,95.1,7,81.3,B
8185,14.1,76.6,4.6,71.2,C
8186,6.5,80.4,4.8,67.2,D
8187,27.3,78.9,7,87.1,B
8188,7.5,93.3,5.2,76.6,C
8189,19.6,91.5,5.3,86.7,B
8190,16.4,53.5,8.3,72.4,C
8191,19.2,88.1,4.1,83,B
8192,26.9,64.1,7,78.4,C
8193,18.9,80.9,7.9,86,B
8194,11.1,83.7,8.3,68.6,D
8195,22.7,80.8,10,92.7,A
8196,10.6,91,4.7,80.4,B
8197,16.1,93.6,4.3,83.2,B
8198,5.9,75.7,7.6,77.6,C
8199,7.8,75.3,7.9,67,D
8200,15.4,84.6,4.4,79.6,C
8201,17.6,66.5,7,75.9,C
8202,3.1,79.3,10,73.6,C
8203,18.5,100,6.2,83.8,B
8204,9.3,66.9,7.8,71.6,C
8205,24,80.9,9.2,89.1,B
8206,12.5,77.9,10,77.4,C
8207,7.1,100,6.5,78.9,C
8208,15.5,78.5,8.5,76.2,C
8209,8.6,79.2,4.4,69.1,D
8210,23.9,72.6,6,84.2,B
8211,15,85.1,5.1,81,B
8212,13.9,88.2,2.2,77.2,C
8213,19.1,74.4,2.8,77.4,C
8214,8,96.9,6.9,82,B
8215,6,88.3,6.9,72.6,C
8216,17.9,95.2,3.9,83.4,B
8217,7.3,81.1,9.1,78.9,C
8218,7.3,87.9,3.8,67.5,D
8219,20.9,82.4,6.5,79,C
8220,18.7,100,5.2,81.9,B
8221,6.2,86.4,6.2,67.9,D
8222,10.7,85.1,7.8,74.8,C
8223,8.7,79.5,7.5,72.6,C
8224,27.4,78.8,7.4,92.4,A
8225,21.3,87.9,7.2,84.9,B
8226,12.1,94.8,3.5,72.8,C
8227,19,76.8,8.3,82.3,B
8228,5.5,86.5,3.9,69.4,D
8229,10.3,87.2,5.8,73.7,C
8230,15.7,89.3,5.3,78.5,C
8231,18.2,64.5,6.7,78.1,C
8232,14.3,73.9,5,69.2,D
8233,16.7,68.6,5.7,69.1,D
8234,15.5,85.4,9.2,84.9,B
8235,13.9,74.2,3.4,69.3,D
8236,12.9,79,6,80,B
8237,12,70.7,3.8,68.5,D
8238,16.6,80.2,7.3,79.8,C
8239,17.9,71.5,4.5,77,C
8240,16.4,94.1,6.1,78.4,C
8241,6.7,90.8,3.4,72.8,C
8242,8,86.8,8.6,76.5,C
8243,17.8,81.4,6.1,83.1,B
8244,25.3,60.5,6.3,76.4,C
8245,16.1,79.5,7.7,80.4,B
8246,12.1,75.9,3.5,69.5,D
8247,16.6,88,4.8,81.1,B
8248,7,92.4,6.3,75.4,C
8249,24.2,88.9,2.5,83.9,B
8250,16.3,100,2.7,86.7,B
8251,10.3,78.2,4.4,70.3,C
8252,13.8,77.7,3.7,74,C
8253,11.3,97.5,5.3,86.8,B
8254,24.2,87,7,89.1,B
8255,13.6,82,7.5,71.4,C
8256,16.1,100,9.6,87.6,B
8257,19,91.9,6,80.9,B
8258,9.8,82.7,6.3,77.5,C
8259,16.4,76.8,6,76.8,C
8260,16.9,100,6.6,89.8,B
8261,4.1,87.5,6.8,74.6,C
8262,16.8,85.3,7.8,84.5,B
8263,14.7,93.1,7.8,80.3,B
8264,15.9,95.6,7,86.3,B
8265,15.2,91.6,9,89.3,B
8266,16.8,95.6,6.1,80,B
8267,24.4,90.4,4.8,85.6,B
8268,6.7,91.7,5.1,75.2,C
8269,12.6,76.2,5.8,74.1,C
8270,19.7,100,3.8,89.7,B
8271,18.4,70.2,4.8,77,C
8272,18.2,88.7,3.7,81.3,B
8273,34.3,69,6.7,91,A
8274,19.3,83.8,6.7,85,B
8275,22.9,78.1,2.5,78.4,C
8276,12.9,86.6,4.7,75.4,C
8277,8,89.1,9.7,82.7,B
8278,12.8,73.5,7.3,72.6,C
8279,20,84.6,6.9,83.5,B
8280,17.8,100,4.7,81.5,B
8281,17.8,69.3,6.6,78.4,C
8282,13.5,74.8,6,77.9,C
8283,12.4,95.3,4.4,76.1,C
8284,13.7,85.9,5,76.8,C
8285,20.1,86.8,5.1,80.9,B
8286,20.9,97.3,3,87.5,B
8287,8,75.5,3.4,71.4,C
8288,20.3,78.8,5.6,78.9,C
8289,10.4,77.3,4.3,61.5,D
8290,18.3,80.8,5.4,82.7,B
8291,13.7,100,2.8,79.7,C
8292,26,64.6,7.6,82,B
8293,12.1,70.7,10,79.4,C
8294,16.3,68.6,8.1,75.5,C
8295,19.2,100,8.3,88.5,B
8296,8.9,77.6,7.3,72.2,C
8297,14.5,81.1,6.5,79.4,C
8298,13.1,65.6,6.2,73.5,C
8299,11.4,81.9,4.2,77.9,C
8300,11.9,95.4,7.4,83.4,B
8301,22.8,88,7.3,87.1,B
8302,10.8,83.7,5.1,77,C
8303,19,66.2,7.1,73.6,C
8304,17.2,81.1,4.6,81.9,B
8305,5.2,86.8,4.7,71.5,C
8306,18.6,73.1,7.6,78.7,C
8307,5.1,92.9,6.9,72.6,C
8308,19.4,95.6,5.5,87.5,B
8309,11.4,78.7,5.3,72.4,C
8310,15.1,93.7,6.3,82.4,B
8311,5.9,83.7,2.3,62.4,D
8312,15.9,98.8,4.5,81.5,B
8313,21.5,100,3.5,84.6,B
8314,9.4,71.9,6,71.4,C
8315,10.7,94.2,8.2,81,B
8316,18.2,100,7,80,B
8317,18.4,73.4,5,74.9,C
8318,0,78.1,4.6,59.3,F
8319,29.1,78,4.5,82.2,B
8320,18.7,83.4,10,89.1,B
8321,19.9,80.7,6.1,76.3,C
8322,14,82.6,6.4,78.8,C
8323,2,95.1,1.8,66.3,D
8324,19.7,62.3,3.6,69.5,D
8325,11,73.3,5.9,68.8,D
8326,18.8,93,5,84.6,B
8327,13.5,91.6,6.3,81.9,B
8328,16.7,72.3,6.2,70.8,C
8329,9.6,91.7,7.2,82.3,B
8330,21.1,100,2.3,80.9,B
8331,6.7,84.4,3.8,71.1,C
8332,30.7,72.9,5.8,82.7,B
8333,30.7,95.5,4.7,91.6,A
8334,26.4,100,5.4,88.4,B
8335,23.9,74.4,6.2,80.6,B
8336,14.4,85.5,4.5,76.4,C
8337,23.2,98.1,6.4,86.9,B
8338,14.3,86.4,7.1,81.3,B
8339,4.1,64,6.1,64.8,D
8340,25.5,90.3,7.4,98.7,A
8341,22.9,73.3,1.7,78.3,C
8342,14.8,69.8,4.8,75.5,C
8343,6.4,64.3,7.8,62,D
8344,10.9,99.3,4.3,73.2,C
8345,2.3,75,4,62.6,D
8346,21.6,89,5.7,90.5,A
8347,3.8,91.9,6,80.5,B
8348,17,86.9,4.9,77.9,C
8349,9.1,88.6,9.7,78.6,C
8350,5,89.6,6.6,75.5,C
8351,16.7,86.7,4.2,78.1,C
8352,12.7,75.9,3.1,70,C
8353,20.9,74.8,6.8,82.7,B
8354,6.1,83.7,4.1,77.9,C
8355,9.7,83.5,10,83.2,B
8356,0,90.2,6.9,76.3,C
8357,0,98.2,7.1,68.4,D
8358,27.6,89.1,6.5,93.8,A
8359,29.6,75.3,8.2,86.3,B
8360,15.6,58.8,1.2,69.4,D
8361,9.2,75.8,3.6,72.6,C
8362,12.9,68.9,8.1,76,C
8363,21.1,76.2,9,81.9,B
8364,11.4,87.9,3.5,73,C
8365,16.7,86,2.4,75.1,C
8366,14.9,100,6.3,87.1,B
8367,11,90.8,7,80.5,B
8368,11.3,100,6.3,86.3,B
8369,17.1,93.6,5.9,88.4,B
8370,8.2,98,2.3,71.6,C
8371,18.2,80.7,5.2,80.4,B
8372,11.7,72.1,5.5,72.8,C
8373,15.9,79.6,4.9,76.2,C
8374,24.7,84.9,2.2,84.5,B
8375,13.8,77.5,7.2,78.3,C
8376,21.4,73,7.7,79.9,C
8377,2.5,90,4.4,69.1,D
8378,11.7,72.9,5.6,70.7,C
8379,15.2,66.6,5,69.2,D
8380,28.5,71.5,5,82.9,B
8381,1.3,82.2,7,65,D
8382,14.3,73.1,7,76.9,C
8383,25.2,82.3,8.1,92.5,A
8384,9.5,92.2,8.1,80.2,B
8385,13.5,91.9,5.7,82.8,B
8386,17.3,77.1,10,83.2,B
8387,16.3,69.4,9.1,75,C
8388,26,78.1,4.7,89.2,B
8389,18.1,92.9,6.3,77.3,C
8390,24.3,95.7,2,85.1,B
8391,12.5,89.2,6.1,76.4,C
8392,9.8,99.4,9.3,89.1,B
8393,13.4,100,10,88.7,B
8394,6.9,79.2,5.8,78.3,C
8395,18.4,100,6.7,87.9,B
8396,12.3,81.9,7.2,75.1,C
8397,10.3,97.2,10,79.5,C
8398,18.5,93.5,4,85.7,B
8399,7,61.3,10,66.8,D
8400,20.4,73.4,5.4,76.9,C
8401,11.7,70.3,3.7,72.1,C
8402,23.1,63.6,5.4,79.8,C
8403,12.3,95.6,4.4,77,C
8404,19.4,100,6.8,87.4,B
8405,16.3,81.9,2.7,69.6,D
8406,20.2,95.2,6.3,80.8,B
8407,15.8,100,7.3,88.9,B
8408,3.4,87.5,9,77.4,C
8409,22.1,84.7,7.4,86.9,B
8410,14.4,82.1,8.8,81.5,B
8411,20.5,91.5,4.8,81.9,B
8412,19.8,95.5,6.8,91.8,A
8413,9.6,90.5,1.5,66.3,D
8414,8.6,90.1,5.8,74.4,C
8415,19.6,84.4,6.8,83.7,B
8416,12.9,65.9,7,71.7,C
8417,21.6,95.8,2.9,84.1,B
8418,13.8,69.6,5.2,70.1,C
8419,22.2,92.4,5.5,88.1,B
8420,18,94.1,5.1,79.9,C
8421,17,71.3,7.5,76.9,C
8422,12.4,77.7,5.6,75.2,C
8423,16.6,100,6.2,84.9,B
8424,23.3,84,5,83.8,B
8425,14.6,70.4,8.1,76.7,C
8426,18.7,94.6,8.3,82.8,B
8427,15.3,75.7,5.4,70.2,C
8428,15.9,62,10,76.6,C
8429,27.1,91.2,4.5,86.7,B
8430,23.4,74,8,82.2,B
8431,15.6,88.9,4.1,80.3,B
8432,16.5,75.2,7.5,75.6,C
8433,10.1,93.5,7.4,72.8,C
8434,13.8,87.2,4,81.5,B
8435,17.2,53.9,5.7,72.8,C
8436,21,89.6,9.7,93.2,A
8437,20.2,81.5,4.4,76.4,C
8438,7.2,100,6.8,79.4,C
8439,21.8,89.7,6.7,82.9,B
8440,14.4,94.1,5.9,81.6,B
8441,8.1,76.5,2.5,65.6,D
8442,24.4,75.5,7.7,81.4,B
8443,25.2,84.7,6,88.2,B
8444,16.8,80.7,8.2,80.7,B
8445,20,100,6.5,93.9,A
8446,20.4,83.2,6.1,82.8,B
8447,24.8,70.3,6.7,74.3,C
8448,20.1,75.1,4,71.5,C
8449,5.7,96.6,9.1,86.3,B
8450,29.1,83,5.2,86.9,B
8451,22.5,82.4,5.3,83.5,B
8452,11.4,97.7,8.6,84.1,B
8453,7.8,74,6.5,74.5,C
8454,18.5,58.2,5.5,65.8,D
8455,13.1,74.8,6.8,78.9,C
8456,17.3,87.9,7.3,87.1,B
8457,20.2,82,5.8,81.6,B
8458,11,66.3,7.8,72.8,C
8459,7.2,97.2,3.5,73.4,C
8460,17.7,87,6.5,77.4,C
8461,11.3,89.7,7.6,81.6,B
8462,16,90,7.2,83.9,B
8463,5.6,69.4,1.5,61.8,D
8464,13.2,88.6,5.7,80.2,B
8465,20,95.9,3.6,82,B
8466,19.2,98.7,8.6,94.7,A
8467,9.5,93.7,5.2,77.1,C
8468,6.8,91.2,8.3,79.6,C
8469,15.1,64.2,3.6,67.9,D
8470,18.9,84.8,6.8,86,B
8471,17.8,73.5,6,77.4,C
8472,11.4,100,10,86.3,B
8473,17.1,98.6,8.4,91.9,A
8474,25.5,73.6,8.2,80.3,B
8475,16.4,84.4,10,83.9,B
8476,3.6,88,6.6,70.4,C
8477,16.4,95.8,5.8,84.9,B
8478,29.3,64.9,5.6,83,B
8479,6,58.5,6.7,63.5,D
8480,15.2,85.5,0.5,70.6,C
8481,13.4,54.6,6,66.9,D
8482,15.7,86.9,6.5,81.8,B
8483,16.4,92.1,5.7,81.7,B
8484,23,99.8,2.9,90,A
8485,15.6,77.5,5.7,78.3,C
